avg_temp_c,avg_humidity_pct,soil_moisture_pct,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,ndvi_index,pest_pressure_score,vpd_kpa,total_npk_ppm,ph_deviation,region_Zone_B_West,region_Zone_C_South,region_Zone_D_East,crop_type_Soybean,crop_type_Sugarcane,crop_type_Tomato,crop_type_Wheat,growth_stage_Fruiting,growth_stage_Maturation,growth_stage_Vegetative
27.46,75.44,54.2,7.41,67.01,42.59,179.06,0.397,61.7,0.9,288.66,0.41000000000000014,False,False,True,True,False,False,False,True,False,False
28.41,69.24,36.52,6.48,131.52,70.61,160.49,0.453,69.7,1.191,362.62,0.5199999999999996,False,False,False,True,False,False,False,False,False,False
20.64,65.91,48.94,8.44,92.46,59.77,174.75,0.497,59.2,0.829,326.98,1.4399999999999995,False,False,False,False,False,False,False,False,False,True
30.3,63.65,37.73,6.26,126.95,34.35,198.57,0.36,56.4,1.569,359.87,0.7400000000000002,False,False,False,False,True,False,False,False,False,True
31.83,63.57,47.03,6.21,106.46,32.45,193.09,0.395,47.5,1.716,332.0,0.79,False,False,True,False,False,True,False,True,False,False
31.11,81.4,27.03,6.5,137.98,47.64,221.83,0.484,83.2,0.841,407.45000000000005,0.5,False,False,False,False,True,False,False,False,True,False
20.75,67.05,54.24,6.46,90.91,47.01,155.2,0.543,44.0,0.807,293.12,0.54,True,False,False,False,False,False,False,False,True,False
31.3,65.16,46.37,6.725,97.55,50.84,202.21,0.398,53.7,1.592,350.6,0.27500000000000036,False,False,False,False,False,True,False,False,True,False
28.56,83.16,39.65,7.0,127.88,53.4,158.3,0.522,73.8,0.658,339.58000000000004,0.0,False,False,False,False,False,True,False,False,False,True
25.7,59.14,43.9,5.89,81.42,35.29,222.96,0.472,58.0,1.349,339.67,1.1100000000000003,False,True,False,False,True,False,False,True,False,False
29.94,59.04,44.18,7.08,130.74,38.18,261.6,0.382,54.4,1.732,430.52000000000004,0.08000000000000007,False,False,False,False,True,False,False,True,False,False
21.82,60.96,42.93,8.75,125.82,71.94,116.29,0.564,58.6,1.021,314.05,1.75,True,False,False,True,False,False,False,False,True,False
29.0,72.3,43.3,6.98,128.39,43.08,195.66,0.544,68.5,1.11,367.13,0.019999999999999574,False,True,False,False,False,False,False,False,True,False
29.22,54.16,38.42,6.55,126.74,55.14,153.13,0.575,46.7,1.86,335.01,0.4500000000000002,True,False,False,False,False,False,True,True,False,False
25.8,39.9,21.07,8.0,109.94,37.73,135.2,0.401,46.3,1.996,282.87,1.0,True,False,False,False,False,False,False,False,False,False
33.87,78.28,68.97,6.78,115.18,44.91,227.49,0.527,53.3,1.147,387.58000000000004,0.21999999999999975,False,True,False,False,False,True,False,False,False,False
34.4,50.76,28.98,6.7,108.91,37.45,174.69,0.559,61.2,2.678,321.05,0.2999999999999998,False,True,False,False,False,True,False,False,False,True
22.02,46.91,39.48,5.74,124.47,43.73,186.74,0.341,28.7,1.405,354.94,1.2599999999999998,False,False,False,False,False,True,False,False,False,True
30.91,65.55,43.68,7.56,86.93,29.22,255.93,0.437,43.9,1.54,372.08000000000004,0.5599999999999996,True,False,False,True,False,False,False,False,True,False
29.57,76.08,48.48,6.97,45.56,33.14,188.01,0.36,63.7,0.99,266.71,0.03000000000000025,False,True,False,False,True,False,False,False,False,False
27.12,42.97,35.24,7.08,120.97,34.45,167.12,0.293,27.9,2.048,322.54,0.08000000000000007,False,False,False,True,False,False,False,False,False,True
35.89,63.53,14.77,7.33,128.39,54.02,134.22,0.396,63.0,2.154,316.63,0.33000000000000007,True,False,False,True,False,False,False,False,True,False
27.82,81.81,49.25,7.05,101.97,35.0,221.91,0.315,77.9,0.68,358.88,0.04999999999999982,False,True,False,False,False,False,True,True,False,False
24.72,64.99,37.94,7.21,189.46,43.46,196.43,0.496,45.7,1.091,429.35,0.20999999999999996,True,False,False,False,True,False,False,False,False,False
30.03,59.56,51.69,6.83,105.65,51.01,129.13,0.317,45.3,1.719,285.78999999999996,0.16999999999999993,False,False,False,False,True,False,False,False,True,False
28.13,54.28,42.84,7.6,101.97,81.56,165.75,0.465,52.7,1.741,349.28,0.5999999999999996,True,False,False,False,False,True,False,False,False,True
31.34,66.11,43.06,6.83,129.43,35.35,246.64,0.41,53.0,1.552,411.41999999999996,0.16999999999999993,False,True,False,False,False,False,False,False,False,False
24.05,65.09,52.85,5.31,134.27,34.0,150.23,0.496,38.4,1.045,318.5,1.6900000000000004,False,False,False,False,False,False,False,False,False,False
30.99,73.76,57.22,6.93,144.17,46.85,198.06,0.503,68.4,1.178,389.08,0.07000000000000028,True,False,False,False,False,False,False,True,False,False
28.24,60.72,35.99,6.33,114.63,21.44,177.62,0.447,35.8,1.506,313.69,0.6699999999999999,True,False,False,False,False,False,True,True,False,False
24.53,71.4,45.69,6.93,125.77,43.79,178.5,0.613,50.1,0.881,348.06,0.07000000000000028,True,False,False,False,False,False,True,False,False,False
31.36,64.95,15.61,6.66,111.29,78.63,177.14,0.34,48.2,1.607,367.06,0.33999999999999986,False,True,False,False,False,False,False,False,True,False
25.04,68.43,30.29,7.26,110.8,20.71,152.27,0.36,58.6,1.002,283.78,0.2599999999999998,True,False,False,False,True,False,False,True,False,False
29.64,58.3,33.65,6.83,119.97,32.5,172.56,0.454,43.7,1.733,325.03,0.16999999999999993,False,False,False,False,False,False,False,False,False,False
27.93,53.15,33.13,6.62,158.11,51.9,180.45,0.435,41.8,1.764,390.46000000000004,0.3799999999999999,False,True,False,False,False,False,False,True,False,False
28.08,61.17,45.86,4.75,203.6,41.23,201.64,0.514,43.4,1.475,446.46999999999997,2.25,False,False,False,True,False,False,False,False,False,True
27.77,65.95,47.19,5.44,134.59,65.99,172.21,0.5,49.7,1.27,372.78999999999996,1.5599999999999996,False,True,False,False,False,False,False,False,False,True
33.05,59.91,51.57,5.2,119.37,38.48,195.46,0.598,56.1,2.022,353.31,1.7999999999999998,True,False,False,False,False,False,True,False,True,False
17.77,62.72,31.34,8.11,110.41,2.75,159.93,0.201,42.2,0.758,273.09000000000003,1.1099999999999994,False,False,False,False,False,False,False,False,False,False
28.98,69.25,57.67,7.42,75.14,28.34,169.92,0.412,58.6,1.23,273.4,0.41999999999999993,False,False,True,False,False,False,True,True,False,False
32.36,85.02,6.88,6.795,173.47,56.09,173.91,0.186,100.0,0.727,403.47,0.20500000000000007,False,False,True,False,False,False,True,False,True,False
23.4,58.79,38.46,6.82,119.82,43.13,169.52,0.367,56.0,1.186,332.47,0.17999999999999972,False,False,False,False,False,False,False,True,False,False
26.09,48.46,51.42,6.94,90.29,53.76,103.71,0.319,34.4,1.742,247.76,0.05999999999999961,True,False,False,False,True,False,False,False,False,True
23.12,62.91,23.45,6.0,157.58,44.45,117.08,0.439,43.0,1.05,319.11,1.0,False,False,False,False,False,True,False,False,True,False
26.49,69.26,54.37,7.25,95.34,40.5,237.06,0.464,64.5,1.064,372.9,0.25,False,True,False,False,False,False,False,False,False,False
29.51,72.43,46.23,7.43,142.8,46.35,208.64,0.476,52.2,1.137,397.78999999999996,0.4299999999999997,True,False,False,False,False,False,False,False,True,False
27.78,36.62,29.01,6.81,124.33,25.78,201.27,0.377,39.7,2.365,351.38,0.1900000000000004,True,False,False,True,False,False,False,False,False,False
32.7,64.5,37.22,7.68,78.55,25.74,223.76,0.317,45.5,1.756,328.04999999999995,0.6799999999999997,False,False,True,False,False,False,True,False,True,False
32.98,64.55,58.58,7.73,133.02,35.11,175.88,0.606,53.3,1.781,344.01,0.7300000000000004,False,False,True,False,True,False,False,False,False,True
30.54,61.67,63.33,6.53,103.65,15.18,150.04,0.576,41.6,1.677,268.87,0.46999999999999975,False,True,False,False,True,False,False,False,False,False
33.23,58.62,44.795,6.8,100.9,65.05,180.57,0.624,39.7,2.108,346.52,0.20000000000000018,False,False,False,False,True,False,False,False,False,True
19.52,64.605,42.19,6.16,135.94,48.49,162.95,0.389,53.3,0.803,347.38,0.8399999999999999,False,False,False,False,False,False,False,True,False,False
26.14,65.14,52.65,8.75,123.56,20.55,123.44,0.54,46.5,1.181,267.55,1.75,False,False,True,False,False,False,False,False,False,False
34.67,55.4,9.05,7.08,131.95,42.23,176.03,0.372,69.3,2.462,350.21,0.08000000000000007,True,False,False,False,False,True,False,False,False,False
20.84,68.45,68.11,5.49,58.79,15.69,206.95,0.517,27.0,0.777,281.43,1.5099999999999998,False,False,True,False,False,False,True,False,False,True
39.44,72.14,61.12,8.2,140.83,50.83,142.66,0.428,63.6,1.994,334.32000000000005,1.1999999999999993,False,True,False,False,False,False,False,False,True,False
27.9,77.3,43.64,5.47,87.69,37.45,215.0,0.311,60.8,0.853,340.14,1.5300000000000002,False,False,True,False,False,True,False,False,False,False
28.27,65.08,28.84,7.01,71.7,51.11,183.89,0.239,53.3,1.341,306.7,0.009999999999999787,True,False,False,False,False,False,True,False,True,False
30.8,47.36,34.81,8.95,103.29,40.6,208.75,0.543,38.0,2.338,352.64,1.9499999999999993,False,False,False,False,True,False,False,False,False,True
39.04,70.15,50.54,5.6,145.66,48.28,113.27,0.349,64.3,2.091,307.21,1.4000000000000004,True,False,False,False,False,False,False,False,False,True
28.16,47.23,24.02,5.82,118.02,45.91,174.31,0.343,36.1,2.013,338.24,1.1799999999999997,False,False,False,False,False,False,True,False,False,True
33.38,68.3,39.04,6.78,151.31,48.66,166.94,0.394,62.5,1.629,366.90999999999997,0.21999999999999975,True,False,False,False,True,False,False,False,False,False
29.84,81.21,36.35,7.82,105.5,44.9,170.31,0.484,77.3,0.79,320.71000000000004,0.8200000000000003,False,True,False,False,False,True,False,False,False,True
36.19,76.19,27.16,6.43,137.12,46.82,240.99,0.432,70.8,1.429,424.93,0.5700000000000003,True,False,False,False,False,True,False,False,False,False
26.31,64.94,68.23,6.0,110.54,65.14,194.47,0.547,44.6,1.2,370.15,1.0,True,False,False,False,False,False,True,True,False,False
27.84,53.75,27.15,7.11,105.69,49.99,199.16,0.216,62.6,1.732,354.84000000000003,0.11000000000000032,False,False,True,False,False,False,False,False,False,True
28.02,57.89,48.98,6.9,105.69,56.49,64.91,0.409,54.7,1.594,227.09,0.09999999999999964,True,False,False,False,False,False,False,True,False,False
28.43,61.85,65.7,6.41,165.12,59.22,132.59,0.464,68.2,1.478,356.93,0.5899999999999999,False,False,False,False,False,False,False,False,False,False
39.64,90.0,75.58,7.18,154.41,83.13,187.99,0.649,76.2,0.724,425.53,0.17999999999999972,False,False,True,True,False,False,False,False,False,True
24.41,47.91,34.49,6.72,98.5,36.23,140.58,0.288,36.8,1.593,275.31,0.28000000000000025,False,True,False,False,False,False,False,False,True,False
32.15,65.8,30.97,6.65,129.16,39.0,147.32,0.407,66.2,1.64,315.48,0.34999999999999964,False,False,False,True,False,False,False,False,False,True
29.44,80.64,44.34,6.86,197.97,50.29,211.63,0.65,59.4,0.795,459.89,0.13999999999999968,False,True,False,True,False,False,False,True,False,False
26.61,59.39,40.33,6.62,95.78,31.7,225.76,0.44,42.8,1.415,353.24,0.3799999999999999,True,False,False,False,False,False,True,False,False,False
24.76,82.5,44.59,6.43,167.08,49.13,199.89,0.412,65.6,0.546,416.1,0.5700000000000003,False,False,False,False,False,False,False,False,False,False
35.15,59.39,30.39,6.56,109.24,11.48,88.48,0.351,60.6,2.302,209.2,0.4400000000000004,False,False,False,False,False,False,True,False,False,False
26.66,66.05,45.08,6.89,109.01,2.66,180.9,0.416,54.7,1.186,292.57,0.11000000000000032,False,True,False,False,False,False,False,True,False,False
23.84,73.84,47.18,7.04,100.42,58.9,254.94,0.518,61.7,0.773,414.26,0.040000000000000036,False,True,False,False,False,False,False,True,False,False
27.84,93.14,11.32,6.92,141.3,37.87,171.12,0.431,83.4,0.257,350.29,0.08000000000000007,False,True,False,False,False,False,True,False,False,False
24.57,59.2,44.57,6.99,170.1,29.17,221.94,0.348,53.8,1.26,421.21,0.009999999999999787,False,True,False,False,False,True,False,False,False,True
24.46,72.25,54.99,5.26,107.61,34.96,187.75,0.538,44.4,0.851,330.32,1.7400000000000002,False,True,False,False,True,False,False,False,False,True
24.69,70.12,36.62,6.79,116.97,42.85,217.01,0.393,60.6,0.929,376.83,0.20999999999999996,False,True,False,True,False,False,False,False,False,False
28.72,65.1,39.2,7.12,142.19,56.19,188.22,0.394,46.5,1.375,386.6,0.1200000000000001,True,False,False,False,True,False,False,False,False,False
25.75,64.21,25.52,6.11,112.92,68.04,184.71,0.336,35.9,1.185,365.67,0.8899999999999997,False,True,False,False,False,True,False,True,False,False
21.97,82.61,52.11,6.31,140.05,26.55,243.2,0.501,70.1,0.459,409.8,0.6900000000000004,True,False,False,False,True,False,False,True,False,False
32.51,42.82,5.92,6.86,142.7,34.7,215.51,0.28,48.5,2.798,392.90999999999997,0.13999999999999968,False,False,True,False,False,False,False,False,True,False
30.81,76.41,43.09,6.77,194.19,33.03,180.31,0.548,79.6,1.048,407.53,0.23000000000000043,False,False,True,False,False,False,True,False,False,False
21.72,57.38,36.48,7.53,122.38,50.37,143.95,0.45,31.9,1.108,316.7,0.5300000000000002,True,False,False,False,False,False,True,False,False,False
25.39,59.85,38.96,7.12,113.31,31.18,191.89,0.478,29.7,1.302,336.38,0.1200000000000001,False,False,True,False,True,False,False,False,False,True
20.3,65.8,51.88,5.79,77.83,35.54,166.31,0.419,19.8,0.815,279.68,1.21,False,False,True,True,False,False,False,False,False,True
34.34,87.28,57.58,5.94,116.49,49.9,131.64,0.426,47.0,0.69,298.03,1.0599999999999996,False,False,True,False,False,True,False,False,False,True
35.52,57.21,16.45,5.77,142.07,27.89,212.04,0.383,53.4,2.476,382.0,1.2300000000000004,False,False,False,True,False,False,False,False,True,False
27.12,81.59,27.34,7.12,175.32,56.63,87.17,0.478,69.7,0.661,319.12,0.1200000000000001,False,False,True,False,False,False,False,False,False,True
23.13,38.98,55.64,6.25,88.02,13.07,192.6,0.508,35.5,1.728,293.69,0.75,False,True,False,False,False,False,True,False,False,False
32.95,59.35,14.39,7.28,144.35,27.22,203.71,0.395,48.3,2.039,375.28,0.28000000000000025,False,False,False,False,False,False,True,False,False,True
21.43,64.84,33.99,5.35,93.89,36.73,162.62,0.357,39.1,0.898,293.24,1.6500000000000004,True,False,False,False,False,False,True,False,False,False
23.82,85.04,44.34,6.99,98.35,36.83,161.31,0.418,48.3,0.442,296.49,0.009999999999999787,False,False,False,True,False,False,False,True,False,False
25.35,83.9,42.99,6.93,144.58,35.93,200.87,0.417,61.2,0.521,381.38,0.07000000000000028,False,False,True,False,False,False,False,False,True,False
25.88,66.02,30.67,7.19,85.78,21.92,204.12,0.459,39.1,1.134,311.82,0.1900000000000004,False,False,False,False,False,False,True,False,False,False
29.75,54.74,47.05,6.57,145.5,53.65,175.1,0.59,62.9,1.893,374.25,0.4299999999999997,False,False,False,False,True,False,False,False,False,True
28.01,61.34,58.37,7.03,122.9,37.94,204.63,0.449,47.5,1.462,365.47,0.03000000000000025,True,False,False,False,False,False,True,False,False,False
20.25,53.46,51.67,6.95,129.92,42.48,146.15,0.485,42.4,1.105,318.54999999999995,0.04999999999999982,False,False,False,True,False,False,False,False,False,True
33.36,72.04,35.61,6.55,94.88,18.19,230.69,0.46,73.4,1.435,343.76,0.4500000000000002,False,False,False,False,False,True,False,False,False,True
23.58,87.57,42.48,6.81,121.67,46.9,138.86,0.41,76.9,0.362,307.43,0.1900000000000004,False,False,False,False,False,True,False,True,False,False
34.0,66.29,62.18,6.04,155.87,16.34,239.25,0.433,59.0,1.793,411.46000000000004,0.96,False,True,False,True,False,False,False,False,False,True
29.54,71.94,40.61,7.37,90.72,28.45,150.13,0.36,52.5,1.16,269.3,0.3700000000000001,True,False,False,False,False,False,False,False,False,False
31.48,56.25,41.23,7.88,146.5,57.59,246.76,0.318,68.9,2.02,450.85,0.8799999999999999,False,False,True,False,True,False,False,False,False,True
39.14,45.08,22.55,6.85,104.85,45.6,124.13,0.281,59.0,3.869,274.58,0.15000000000000036,False,False,True,False,False,False,True,False,False,True
37.17,79.08,53.84,6.8,53.82,68.91,232.89,0.363,73.1,1.325,355.62,0.20000000000000018,True,False,False,False,False,False,True,False,False,True
27.37,51.46,39.81,6.48,98.18,49.09,157.35,0.451,32.0,1.768,304.62,0.5199999999999996,True,False,False,False,False,False,True,False,False,True
30.73,65.46,37.21,6.6,152.51,46.09,173.69,0.391,50.8,1.528,372.28999999999996,0.40000000000000036,False,False,True,False,False,False,False,False,False,True
19.8,62.75,36.52,6.23,126.05,91.06,254.64,0.421,30.5,0.86,471.75,0.7699999999999996,False,True,False,False,False,False,False,False,False,True
24.82,62.37,55.36,6.73,139.83,52.24,105.05,0.423,63.6,1.179,297.12,0.2699999999999996,False,False,True,False,False,False,True,False,False,True
30.94,69.07,42.35,5.59,91.27,85.16,171.06,0.532,42.7,1.385,347.49,1.4100000000000001,False,False,True,False,False,False,False,False,False,True
18.08,58.57,47.22,7.66,174.83,55.24,228.15,0.485,43.2,0.859,458.22,0.6600000000000001,False,True,False,False,False,False,False,False,True,False
29.33,57.0,20.73,6.36,135.35,16.52,114.96,0.357,47.6,1.756,266.83,0.6399999999999997,False,False,True,True,False,False,False,False,False,False
32.71,39.01,37.26,6.44,78.05,59.64,123.36,0.428,29.2,3.018,261.05,0.5599999999999996,False,False,True,False,False,True,False,False,True,False
27.37,54.94,49.05,6.82,141.07,46.5,202.63,0.48,44.5,1.642,390.2,0.17999999999999972,False,True,False,False,False,False,False,True,False,False
30.74,63.41,41.99,7.07,150.68,63.03,194.23,0.551,61.8,1.62,407.94,0.07000000000000028,True,False,False,False,False,False,True,True,False,False
32.05,55.97,44.95,6.39,121.72,27.81,165.14,0.429,42.7,2.099,314.66999999999996,0.6100000000000003,False,True,False,False,False,False,True,False,False,False
31.83,55.62,32.38,6.69,109.67,31.62,117.42,0.463,47.1,2.09,258.71,0.3099999999999996,True,False,False,False,False,True,False,False,False,False
32.93,50.39,55.33,6.84,162.67,43.64,129.69,0.574,38.5,2.486,336.0,0.16000000000000014,False,False,False,False,True,False,False,False,False,True
31.07,78.29,49.29,6.18,166.25,75.83,198.81,0.513,67.8,0.979,440.89,0.8200000000000003,False,True,False,False,False,False,True,False,False,True
23.05,46.54,60.04,7.29,145.31,56.07,202.44,0.517,37.0,1.506,403.82,0.29000000000000004,False,False,True,False,True,False,False,False,False,True
19.68,57.68,18.91,7.33,53.47,66.07,177.34,0.4475,38.8,0.97,296.88,0.33000000000000007,False,False,True,False,False,False,False,False,True,False
34.71,83.23,43.27,6.17,128.86,38.99,170.73,0.476,70.9,0.928,338.58000000000004,0.8300000000000001,False,True,False,False,False,False,False,False,True,False
23.19,46.88,65.61,5.85,46.42,77.69,165.62,0.428,25.8,1.51,289.73,1.1500000000000004,False,True,False,False,False,True,False,False,False,True
28.43,59.67,38.02,6.39,86.06,15.32,103.06,0.342,45.7,1.563,204.44,0.6100000000000003,False,True,False,False,False,False,False,False,False,True
26.67,45.99,53.73,6.26,85.6,63.23,180.53,0.448,30.3,1.889,329.36,0.7400000000000002,False,False,False,True,False,False,False,True,False,False
32.0,63.33,27.28,7.75,135.51,52.37,164.14,0.411,46.7,1.744,352.02,0.75,False,False,True,False,False,False,False,False,True,False
23.82,69.18,29.56,8.91,123.77,37.47,140.48,0.409,51.0,0.91,301.72,1.9100000000000001,False,False,False,False,False,False,False,True,False,False
20.42,77.95,48.24,8.04,104.03,29.89,168.04,0.445,73.5,0.529,301.96000000000004,1.0399999999999991,False,False,False,False,False,True,False,False,False,True
30.94,62.52,58.12,5.28,166.07,64.56,153.4,0.62,40.5,1.678,384.03,1.7199999999999998,False,False,True,False,False,True,False,False,False,True
33.01,54.97,55.61,7.13,134.06,25.99,200.35,0.516,64.9,2.266,360.4,0.1299999999999999,False,False,False,False,False,False,True,False,True,False
27.14,80.3,43.69,7.0,70.53,47.42,169.51,0.428,55.4,0.708,287.46,0.0,False,False,False,True,False,False,False,True,False,False
28.77,54.58,48.7,8.04,141.88,20.57,198.47,0.508,58.3,1.795,360.91999999999996,1.0399999999999991,True,False,False,False,False,False,False,False,False,True
21.96,45.51,63.69,6.77,119.42,29.0,178.78,0.459,31.7,1.437,327.20000000000005,0.23000000000000043,True,False,False,False,False,False,True,False,False,False
23.74,65.39500000000001,29.81,7.57,163.03,39.41,178.82,0.376,64.0,1.017,381.26,0.5700000000000003,True,False,False,False,True,False,False,False,False,False
23.26,54.97,35.18,6.93,176.21,26.98,192.48,0.4455,21.6,1.285,395.66999999999996,0.07000000000000028,False,False,False,False,False,True,False,False,True,False
30.73,71.43,48.0,5.47,113.34,48.06,133.24,0.545,62.4,1.264,294.64,1.5300000000000002,True,False,False,False,False,False,False,False,True,False
36.59,76.57,64.65,7.24,128.59,69.88,164.8,0.344,63.5,1.438,363.27,0.2400000000000002,False,False,True,False,False,True,False,False,False,False
33.1,46.25,42.57,8.04,110.07,48.16,187.86,0.364,49.3,2.719,346.09000000000003,1.0399999999999991,True,False,False,False,False,False,True,True,False,False
26.05,83.84,50.93,5.58,105.72,57.44,166.88,0.446,64.3,0.545,330.03999999999996,1.42,False,True,False,False,False,False,False,True,False,False
23.69,69.66,52.4,6.31,91.21,51.28,170.31,0.476,54.6,0.889,312.8,0.6900000000000004,True,False,False,False,True,False,False,True,False,False
40.32,60.3,12.15,6.765,111.34,41.66,226.35,0.289,71.8,2.978,379.35,0.23500000000000032,False,False,False,True,False,False,False,False,True,False
23.64,74.39,38.83,6.47,106.71,20.07,216.08,0.451,50.4,0.748,342.86,0.5300000000000002,False,False,True,False,True,False,False,False,False,True
30.45,60.68,38.38,7.18,100.25,45.77,198.36,0.491,61.8,1.712,344.38,0.17999999999999972,False,False,False,False,True,False,False,False,False,True
26.97,69.57,57.63,6.59,140.47,69.2,151.22,0.475,44.4,1.083,360.89,0.41000000000000014,False,False,True,False,False,False,True,True,False,False
25.34,61.85,33.59,9.11,138.5,32.95,188.42,0.416,36.1,1.233,359.87,2.1099999999999994,False,False,True,True,False,False,False,False,False,False
33.02,91.42,45.61,6.52,120.71,10.9,109.76,0.631,77.4,0.432,241.37,0.4800000000000004,False,True,False,False,False,False,False,False,False,True
30.74,68.59,30.95,7.0,122.42,51.41,199.96,0.418,62.4,1.39,373.78999999999996,0.0,True,False,False,False,False,False,False,False,False,True
26.55,53.96,35.51,6.42,146.35,47.46,202.26,0.526,44.7,1.599,396.07,0.5800000000000001,False,False,False,False,False,False,True,False,False,True
28.77,49.04,47.68,6.45,134.21,20.3,212.58,0.516,53.4,2.014,367.09000000000003,0.5499999999999998,False,False,False,True,False,False,False,False,False,True
25.54,65.43,29.61,7.22,132.0,65.39,180.41,0.276,50.5,1.131,377.79999999999995,0.21999999999999975,False,False,False,False,True,False,False,True,False,False
26.59,64.62,37.71,5.64,132.08,77.45,175.61,0.388,44.9,1.231,385.14000000000004,1.3600000000000003,True,False,False,False,True,False,False,True,False,False
20.48,61.92,45.61,6.88,136.61,49.47,218.21,0.426,34.9,0.917,404.29,0.1200000000000001,False,False,True,False,False,False,False,False,False,True
27.69,65.39500000000001,27.21,6.81,138.69,37.5,156.76,0.53,66.7,1.285,332.95,0.1900000000000004,False,True,False,False,True,False,False,False,False,False
29.18,75.76,17.92,6.4,152.76,38.56,146.84,0.357,55.3,0.981,338.15999999999997,0.5999999999999996,False,False,True,False,False,False,False,False,False,False
28.6,76.19,26.49,6.89,141.17,43.21,234.83,0.395,58.0,0.932,419.21000000000004,0.11000000000000032,False,False,False,False,False,False,True,False,True,False
28.31,56.14,60.4,6.23,117.43,52.79,202.37,0.46,67.5,1.688,372.59000000000003,0.7699999999999996,False,False,False,False,False,False,True,True,False,False
31.94,60.86,47.47,7.27,115.41,27.02,234.53,0.495,56.2,1.855,376.96000000000004,0.2699999999999996,False,False,True,True,False,False,False,False,False,True
30.36,66.13,36.54,7.37,114.63,49.57,138.46,0.317,62.1,1.467,302.65999999999997,0.3700000000000001,True,False,False,False,False,False,True,False,False,True
27.22,81.93,26.65,5.86,122.74,56.86,180.88,0.389,63.9,0.653,360.48,1.1399999999999997,False,False,True,True,False,False,False,False,False,True
26.37,36.3,9.4,7.12,132.63,39.63,148.25,0.283,38.5,2.188,320.51,0.1200000000000001,True,False,False,False,False,False,True,False,False,False
26.2,63.62,45.59,7.77,125.01,46.1,275.45,0.471,45.3,1.237,446.56,0.7699999999999996,False,True,False,True,False,False,False,False,False,True
22.15,54.87,49.24,7.55,104.26,30.52,145.85,0.424,37.7,1.204,280.63,0.5499999999999998,False,False,False,True,False,False,False,False,False,True
31.55,85.33,41.61,6.78,143.81,43.98,178.75,0.489,86.0,0.68,366.53999999999996,0.21999999999999975,True,False,False,False,False,True,False,False,False,False
21.92,87.61,45.83,7.09,136.34,45.72,178.83,0.513,56.8,0.326,360.89,0.08999999999999986,False,False,False,False,False,False,False,False,False,True
34.64,70.91,55.76,5.94,117.1,22.48,159.78,0.615,58.7,1.603,299.36,1.0599999999999996,False,False,True,False,False,False,False,True,False,False
28.32,48.76,51.86,7.06,52.43,31.83,210.07,0.455,56.7,1.973,294.33,0.05999999999999961,False,False,False,False,False,False,True,True,False,False
38.71,69.82,43.765,6.04,70.46,51.23,256.59,0.464,51.3,2.077,378.28,0.96,False,True,False,True,False,False,False,False,False,False
28.08,67.79,54.6,6.71,106.97,53.02,232.45,0.592,71.3,1.223,392.44,0.29000000000000004,False,False,False,True,False,False,False,False,False,True
24.76,74.51,28.2,6.77,141.83,32.81,174.97,0.622,62.0,0.796,349.61,0.23000000000000043,False,False,False,False,False,False,True,False,False,False
30.76,71.7,46.08,6.2,166.52,37.5,173.97,0.512,56.4,1.254,377.99,0.7999999999999998,True,False,False,False,False,False,True,False,False,False
22.96,52.61,53.01,4.08,29.55,41.28,156.02,0.3,40.5,1.328,226.85000000000002,2.92,True,False,False,True,False,False,False,False,False,False
30.35,66.6,54.23,6.47,133.58,56.53,232.37,0.454,21.8,1.446,422.48,0.5300000000000002,False,True,False,True,False,False,False,True,False,False
34.75,82.05,33.36,6.63,158.92,68.69,187.25,0.203,64.6,0.995,414.86,0.3700000000000001,False,True,False,False,False,False,True,False,False,False
40.11,79.47,55.28,6.82,91.36,30.92,133.84,0.462,82.4,1.523,256.12,0.17999999999999972,False,False,False,False,False,False,False,False,False,True
25.31,48.72,58.99,5.36,140.5,44.92,151.7,0.469,51.8,1.655,337.12,1.6399999999999997,False,True,False,True,False,False,False,True,False,False
28.71,64.5,34.0,5.02,148.03,61.27,177.37,0.4,40.4,1.398,386.67,1.9800000000000004,False,False,False,False,False,False,True,False,True,False
19.53,63.09,37.86,8.22,92.95,49.45,163.62,0.403,51.3,0.838,306.02,1.2200000000000006,False,False,False,False,False,False,True,True,False,False
32.9,52.83,33.56,6.74,160.01,51.43,167.87,0.466,45.0,2.359,379.31,0.2599999999999998,False,False,False,False,False,False,True,False,True,False
22.56,63.13,66.91,6.71,80.76,42.79,200.9,0.467,36.9,1.009,324.45000000000005,0.29000000000000004,False,False,False,False,False,False,True,False,False,True
33.29,54.98,64.81,7.47,118.06,53.64,203.35,0.454,57.1,2.302,375.04999999999995,0.46999999999999975,True,False,False,False,False,False,True,False,False,True
26.25,55.91,44.795,6.78,132.56,57.15,184.46,0.666,71.8,1.504,374.17,0.21999999999999975,False,False,True,False,True,False,False,False,False,True
27.96,64.685,-1.36,7.97,107.17,40.34,212.04,0.381,56.6,1.332,359.54999999999995,0.9699999999999998,False,True,False,False,False,True,False,True,False,False
25.69,62.69,42.2,7.22,149.83,49.86,146.39,0.535,65.3,1.231,346.08,0.21999999999999975,False,True,False,False,True,False,False,True,False,False
22.62,72.59,70.1,6.26,138.13,45.35,194.05,0.494,35.5,0.753,377.53,0.7400000000000002,True,False,False,False,True,False,False,False,False,True
